danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,artist_popularity,year,artistFeatured,billboard
0.57,0.664,-4.718,0.0322,0.00836,1.20E-05,0.0719,0.487,162.084,213520,72,65,2008,0,1
0.435,0.802,-6.871,0.324,0.00376,0,0.467,0.454,84.267,207000,10,95,2007,1,1
0.724,0.695,-5.226,0.0622,0.073,0,0.0889,0.235,139,224400,76,82,2009,1,1
0.618,0.741,-3.95,0.031,0.17,0,0.0822,0.296,118.984,235267,69,95,2008,0,1
0.483,0.907,-3.166,0.045,0.000822,0,0.117,0.352,130.984,238701,51,69,2006,0,1
0.867,0.857,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,251440,63,87,2009,1,1
0.851,0.806,-4.618,0.0786,0.12,1.33E-06,0.121,0.776,119.001,237200,70,88,2008,0,1
0.822,0.737,-4.542,0.0314,0.0261,4.19E-05,0.18,0.753,118.994,241933,69,88,2008,0,1
0.743,0.766,-6.375,0.0265,0.0873,0,0.509,0.61,127.96,289133,70,87,2009,1,1
0.72,0.672,-6.852,0.0551,0.009,0,0.232,0.705,124.986,204640,74,81,2009,1,1
0.686,0.457,-8.322,0.0468,0.595,0,0.105,0.718,150.953,242187,84,81,2008,0,1
0.426,0.584,-5.293,0.296,0.0383,0,0.188,0.272,193.437,193213,71,90,2008,1,1
0.79,0.647,-5.983,0.136,0.0515,0,0.248,0.654,87.999,211000,77,95,2008,1,1
0.718,0.691,-6.44,0.0387,0.0159,0,0.0627,0.552,100.008,213107,72,72,2008,1,1
0.687,0.783,-4.44,0.0386,0.162,1.35E-05,0.114,0.443,129.964,231133,68,95,2008,0,1
0.713,0.746,-4.99,0.259,0.0402,0,0.601,0.47,135.021,299747,70,80,2008,0,1
0.338,0.803,-5.412,0.0413,0.0187,0,0.136,0.4,151.994,241853,76,75,2009,1,1
0.82,0.731,-6.02,0.159,0.0133,1.94E-05,0.131,0.793,127.076,237120,68,85,2009,0,1
0.657,0.695,-4.493,0.0321,0.0108,0,0.0822,0.683,65.997,212107,77,71,2009,0,1
0.508,0.72,-5.908,0.0628,0.272,0,0.0563,0.472,79.983,261640,79,90,2008,1,1
0.46,0.796,-4.501,0.0333,0.00107,0,0.106,0.182,100.011,222067,68,76,2008,0,1
0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,75,87,2009,0,1
0.839,0.804,-2.513,0.0329,0.0192,0,0.331,0.888,122.973,239987,70,74,2009,1,1
0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,221253,68,83,2010,0,1
0.632,0.518,-6.126,0.0313,0.107,0,0.354,0.427,90.007,249147,69,90,2008,1,1
0.763,0.693,-3.973,0.0438,0.111,0,0.101,0.399,114.912,208307,64,88,2008,0,1
0.613,0.634,-3.472,0.0339,0.0178,0,0.0719,0.37,144.953,241348,61,70,2009,1,1
0.513,0.661,-6.8,0.0439,0.0274,0,0.118,0.461,180.118,228347,80,73,2009,0,1
0.479,0.368,-7.784,0.0341,0.739,4.10E-05,0.118,0.142,92.959,216480,75,82,2009,1,1
0.566,0.713,-4.25,0.0417,0.645,0,0.114,0.807,169.864,238147,77,77,2008,0,1
0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.031,182307,73,68,2009,0,1
0.686,0.576,-6.632,0.0284,0.443,1.70E-05,0.212,0.72,83.971,208213,65,77,2008,0,1
0.743,0.981,-4.347,0.0899,0.0368,1.17E-06,0.178,0.95,93.003,235760,63,58,2008,0,1
0.755,0.832,-2.741,0.116,0.0746,1.27E-06,0.291,0.735,120.032,199693,18,80,2010,0,1
0.587,0.622,-5.535,0.0303,0.0927,0.000636,0.2,0.231,107.943,277573,69,76,2010,0,1
0.673,0.886,-4.44,0.0431,0.185,0,0.0826,0.795,97.012,216773,83,78,2010,1,1
0.791,0.754,-3.729,0.0569,0.00446,0,0.163,0.425,125.014,234653,71,88,2012,1,1
0.781,0.745,-5.81,0.0332,0.198,1.14E-05,0.36,0.326,129.998,269493,72,84,2010,1,1
0.66,0.867,-4.285,0.116,0.11,0,0.0368,0.377,93.033,180480,75,77,2010,0,1
0.585,0.836,-4.572,0.134,0.00991,0,0.0448,0.579,173.934,275987,49,91,2008,1,1
0.796,0.777,-4.81,0.0397,0.0261,0.000358,0.121,0.787,132.722,258920,47,74,2006,0,1
0.782,0.851,-3.491,0.0321,0.274,0.00366,0.0608,0.438,113.319,251213,0,82,2007,1,1
0.686,0.789,-4.713,0.23,0.0125,0.0147,0.142,0.72,172.976,194213,66,82,2006,1,1
0.64,0.646,-7.572,0.0497,0.00364,0.165,0.0912,0.415,124.992,336880,60,81,2009,1,1
0.671,0.908,-4.855,0.0605,0.0252,0.00128,0.12,0.631,124.473,235173,51,72,2007,0,1
0.56,0.959,-2.433,0.102,0.000738,0.000206,0.209,0.67,163.983,216600,13,80,2007,1,1
0.71,0.917,-3.385,0.0287,0.018,0,0.335,0.83,108.031,288360,54,65,2006,0,1
0.697,0.922,-5.087,0.0547,0.0188,0.000469,0.565,0.884,127.963,199147,47,35,2006,0,1
0.439,0.874,-3.052,0.0666,0.0489,1.91E-06,0.426,0.739,71.881,213760,32,79,2006,0,1
0.793,0.859,-3.774,0.0332,0.266,0.000356,0.133,0.964,129.912,219920,9,63,2008,0,1
0.762,0.661,-6.075,0.0687,0.15,0,0.256,0.769,130.009,225373,78,74,2007,0,1
0.755,0.765,-3.475,0.0356,0.218,0,0.162,0.737,119.954,246467,68,76,2006,1,1
0.447,0.694,-4.637,0.382,0.0293,5.46E-06,0.167,0.509,175.868,227853,74,90,2007,1,1
0.812,0.861,-2.415,0.036,0.00485,0.000245,0.0627,0.885,113.997,211080,4,93,2007,1,1
0.859,0.681,-6.247,0.0549,0.34,0.000161,0.213,0.852,121.243,444333,57,83,2006,1,1
0.649,0.552,-5.419,0.0292,0.03,6.47E-06,0.111,0.158,89.969,253813,24,82,2007,1,1
0.309,0.912,-3.881,0.0646,0.0014,0.000271,0.582,0.302,183.035,231533,66,73,2005,0,1
0.623,0.93,-5.285,0.0324,0.0141,1.64E-06,0.138,0.287,120.119,205613,53,88,2007,1,1
0.289,0.731,-3.454,0.0373,0.142,1.82E-05,0.0662,0.321,60.696,240440,35,79,2006,0,1
0.689,0.737,-4.516,0.0268,0.00482,0,0.0777,0.47,140,207893,4,85,2010,1,1
0.327,0.295,-6.907,0.0313,0.775,0,0.107,0.143,148.574,243373,68,82,2006,1,1
0.655,0.324,-6.89,0.0269,0.878,1.19E-06,0.128,0.452,104.152,230267,0,40,2009,0,1
0.631,0.793,-4.086,0.0468,0.000218,5.65E-05,0.0976,0.648,136.96,189373,64,80,2007,0,1
0.659,0.951,-2.743,0.054,0.0301,0,0.0897,0.964,82.01,201307,2,93,2007,1,1
0.45,0.849,-3.881,0.0344,0.0021,1.61E-06,0.195,0.336,143.904,255652,56,69,2006,0,1
0.923,0.518,-6.008,0.0492,0.52,0.000142,0.104,0.682,93.023,226680,3,66,2007,0,1
0.798,0.443,-6.062,0.0403,0.244,0,0.326,0.354,125.232,293053,68,82,2006,0,1
0.697,0.474,-6.663,0.0351,0.603,0,0.11,0.249,127.907,196280,71,75,2007,0,1
0.548,0.504,-8.322,0.0262,0.0324,2.85E-06,0.109,0.217,93.64,238493,4,71,2007,0,1
0.763,0.756,-3.926,0.0685,0.00595,0.000247,0.173,0.38,92.004,201520,59,90,2007,1,1
0.723,0.818,-5.262,0.0868,0.0301,0,0.282,0.495,107.974,213400,26,80,2007,1,1
0.519,0.749,-3.318,0.0405,0.271,0,0.119,0.29,147.905,199947,75,76,2005,0,1
0.695,0.915,-3.549,0.0497,0.000712,0,0.0311,0.874,141.019,214840,2,85,2010,1,1
0.81,0.538,-5.784,0.0356,0.528,0,0.0951,0.828,109.97,266840,73,82,2007,0,1
0.687,0.723,-4.751,0.0709,0.122,0.00102,0.573,0.432,76,448573,70,83,2006,1,1
0.654,0.671,-7.706,0.0359,0.203,1.37E-05,0.112,0.395,100.917,311080,34,74,2006,0,1
0.335,0.676,-4.68,0.0301,0.00275,0,0.141,0.341,175.845,244827,62,72,2005,0,1
0.514,0.911,-2.978,0.071,0.00172,0.00201,0.205,0.493,145.91,217293,5,81,2007,1,1
0.423,0.94,-4.012,0.0635,0.00166,0,0.178,0.505,149.934,206520,65,65,2007,0,1
0.873,0.869,-6.238,0.133,0.047,0.000722,0.0463,0.798,116.943,223520,31,74,2010,1,1
0.699,0.814,-3.709,0.031,0.0131,0.00576,0.0713,0.76,103.381,256947,33,79,2006,0,1
0.606,0.591,-7.228,0.087,0.0756,0,0.328,0.477,95.802,252973,63,83,2006,1,1
0.274,0.808,-2.678,0.0346,0.0382,0,0.198,0.131,161.104,239453,3,80,2006,1,1
0.96,0.895,-6.899,0.0714,0.335,0.000176,0.364,0.92,120.01,189587,49,76,2006,1,1
0.738,0.673,-3.377,0.205,0.0463,0,0.0604,0.565,140.068,250667,4,93,2007,0,1
0.625,0.726,-7.731,0.155,0.00728,0,0.318,0.483,103.98,311867,18,95,2007,1,1
0.701,0.724,-5.751,0.145,0.267,0,0.0867,0.425,132.035,237053,62,76,2006,1,1
0.866,0.454,-9.383,0.0414,0.0373,1.49E-06,0.275,0.368,99.985,247067,68,82,2006,0,1
0.939,0.742,-5.171,0.0467,0.321,0,0.107,0.924,118.978,212360,47,82,2006,0,1
0.825,0.909,-4.009,0.267,0.133,0,0.0508,0.625,128.003,208500,62,71,2007,1,1
0.812,0.721,-5.084,0.206,0.194,0,0.248,0.772,94.939,238333,69,68,2007,0,1
0.697,0.629,-5.757,0.0425,0.409,3.80E-06,0.0819,0.439,123.279,267413,58,76,2006,1,1
0.427,0.606,-4.795,0.289,0.0325,0,0.153,0.271,193.214,193493,49,90,2009,1,1
0.723,0.694,-5.255,0.0612,0.0661,0,0.124,0.227,139.012,223253,0,82,2008,1,1
0.843,0.642,-6.908,0.0675,0.000298,0,0.0568,0.486,114.984,218213,45,71,2008,1,1
0.705,0.911,-4.873,0.0717,0.00592,0.00154,0.0603,0.803,113.032,245080,48,81,2008,1,1
0.686,0.69,-5.669,0.0495,0.00158,0,0.379,0.313,118.451,245680,0,73,2008,1,1
0.774,0.653,-5.158,0.05,0.0912,0,0.151,0.818,120.01,244267,58,52,2008,0,1
0.531,0.864,-2.978,0.0433,0.000105,2.05E-06,0.346,0.401,126.02,214520,17,85,2010,1,1
0.706,0.841,-3.956,0.0418,7.95E-05,0,0.0688,0.861,132.032,220227,66,88,2008,0,1
0.722,0.566,-4.129,0.142,0.182,0.00035,0.309,0.438,184.045,240427,1,73,2007,1,1
0.755,0.901,-3.152,0.0893,0.0451,0.0373,0.363,0.959,145.042,310573,53,57,2008,0,1
0.68,0.687,-6.162,0.0709,0.0161,0,0.261,0.467,150.053,249533,11,80,2008,0,1
0.453,0.915,-6.157,0.0421,0.000433,0.0594,0.323,0.666,128.036,211907,0,74,2012,1,1
0.642,0.666,-5.29,0.0333,0.166,0,0.146,0.195,104.038,262293,49,75,2007,0,1
0.687,0.771,-4.424,0.0384,0.164,2.46E-05,0.112,0.445,129.964,231147,57,95,2008,0,1
0.713,0.746,-4.99,0.259,0.0402,0,0.601,0.47,135.021,299747,0,80,2008,0,1
0.727,0.729,-2.99,0.326,0.171,0,0.07,0.512,117.932,284733,21,71,2008,0,1
0.709,0.468,-7.556,0.0581,0.242,0,0.0931,0.575,82.002,229413,33,91,2008,1,1
0.792,0.956,-6.517,0.138,0.114,1.58E-05,0.112,0.684,139.019,190791,9,16,2010,0,1
0.375,0.862,-3.363,0.255,0.071,0,0.211,0.478,159.841,338853,12,80,2008,0,1
0.699,0.76,-3.173,0.0677,0.00223,0,0.132,0.696,129.996,179640,68,88,2008,0,1
0.557,0.783,-4.893,0.234,0.0171,0.0172,0.151,0.442,177.008,255360,56,64,2005,0,1
0.641,0.689,-4.707,0.0299,0.0876,0.000836,0.537,0.273,130.006,181947,0,82,2008,1,1
0.837,0.954,-3.512,0.0414,0.0933,0.000405,0.143,0.972,127.019,287907,57,81,2008,1,1
0.447,0.848,-6.175,0.222,0.033,7.45E-05,0.722,0.485,172.247,203760,71,69,2007,0,1
0.282,0.866,-4.223,0.0588,0.000705,0.0055,0.101,0.277,163.987,261960,61,80,2009,1,1
0.668,0.921,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120,212440,74,81,2006,0,1
0.712,0.911,-3.866,0.0445,0.689,8.02E-06,0.107,0.85,117.533,196053,0,82,2007,1,1
0.552,0.88,-5.597,0.102,0.00224,0.000344,0.15,0.524,135.496,249587,0,81,2008,1,1
0.438,0.94,-3.249,0.0452,8.74E-05,0.0777,0.3,0.421,100.99,261000,72,76,2007,0,1
0.573,0.712,-5.976,0.0732,0.0572,0,0.167,0.346,140.012,259720,69,84,2008,1,1
0.672,0.819,-4.457,0.0463,0.0371,0.000184,0.203,0.446,120.013,278036,13,93,2007,0,1
0.905,0.587,-7.747,0.328,0.0635,0,0.21,0.807,129.082,292373,4,73,2007,1,1
0.715,0.665,-7.736,0.0502,0.0996,0,0.224,0.84,78.502,204733,67,85,2008,1,1
0.447,0.768,-5.04,0.279,0.0467,0,0.0583,0.3,159.846,263880,29,0,2003,0,1
0.653,0.604,-6.017,0.0278,0.0292,0,0.097,0.101,118.016,184400,62,77,2007,0,1
0.302,0.461,-6.166,0.0292,0.43,5.61E-06,0.122,0.0932,142.434,314720,65,75,2007,0,1
0.359,0.391,-8.034,0.026,0.795,0.0708,0.163,0.19,154.66,242226,16,72,2007,0,1
0.583,0.786,-3.142,0.0301,0.0208,0,0.188,0.573,123.052,258827,77,75,2007,0,1
0.485,0.619,-7.115,0.0289,0.0941,3.31E-06,0.109,0.416,138.017,242373,80,92,2008,1,1
0.903,0.674,-5.061,0.12,0.0199,0,0.309,0.867,106.952,220040,48,76,2009,1,1
0.618,0.955,-3.836,0.0798,0.00221,3.09E-06,0.486,0.79,150.034,179947,72,61,2007,0,1
0.852,0.927,-4.497,0.0581,0.0109,0.00268,0.054,0.887,107.993,171227,50,57,2008,0,1
0.584,0.7,-4.251,0.0506,0.512,2.43E-05,0.13,0.549,163.953,234173,72,75,2007,0,1
0.721,0.88,-3.896,0.0454,0.191,0,0.0769,0.655,110.021,202907,63,70,2008,1,1
0.709,0.745,-6.437,0.0738,0.0225,5.20E-05,0.154,0.576,126.027,234360,63,82,2008,1,1
0.534,0.393,-7.813,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360,51,88,2007,1,1
0.467,0.876,-4.841,0.0693,0.00578,0.00592,0.035,0.131,135.055,247373,57,73,2005,0,1
0.492,0.859,-4.274,0.0332,0.0659,0,0.0756,0.251,92.474,223853,61,86,2007,0,1
0.673,0.683,-5.693,0.115,0.522,0,0.235,0.713,171.86,232000,70,82,2008,1,1
0.766,0.692,-4.672,0.0289,0.0825,0,0.0384,0.691,102.028,205160,64,70,2007,0,1
0.414,0.578,-6.383,0.0287,0.0541,0,0.124,0.281,154.96,216147,54,50,2008,0,1
0.618,0.741,-3.95,0.031,0.17,0,0.0822,0.296,118.984,235267,69,95,2008,0,1
0.637,0.73,-5.38,0.0874,0.323,0,0.0981,0.732,93.867,218947,73,91,2008,1,1
0.485,0.723,-6.565,0.0317,0.541,1.12E-06,0.075,0.541,167.845,230213,63,86,2006,1,1
0.548,0.658,-8.063,0.0314,0.164,0.000132,0.109,0.276,127.892,315360,5,82,2007,1,1
0.752,0.921,-4.321,0.0696,0.0182,0,0.256,0.634,115.033,236693,62,74,2008,1,1
0.659,0.696,-4.291,0.071,0.143,0,0.13,0.665,86.001,252160,13,93,2007,0,1
0.781,0.791,-3.903,0.0468,0.145,0,0.127,0.902,76.998,222293,58,70,2008,1,1
0.732,0.724,-2.104,0.101,0.511,0,0.0491,0.808,140.13,221933,77,72,2007,0,1
0.829,0.428,-9.469,0.083,0.055,0.00423,0.137,0.448,148.077,299333,73,90,2008,0,1
0.743,0.766,-6.375,0.0265,0.0873,0,0.509,0.61,127.96,289133,70,87,2009,1,1
0.529,0.878,-3.957,0.0534,0.00347,0,0.101,0.397,144.973,211653,42,81,2009,1,1
0.717,0.587,-7.296,0.0339,0.0192,0,0.0523,0.544,129.954,216520,0,82,2008,1,1
0.758,0.688,-3.918,0.0478,0.12,0,0.0904,0.357,114.93,208320,21,88,2009,1,1
0.694,0.825,-5.986,0.111,0.0895,1.86E-05,0.0618,0.788,121.949,208067,63,90,2008,1,1
0.676,0.458,-12.758,0.171,0.00225,4.12E-05,0.0746,0.456,175.98,202045,40,27,2014,0,1
0.903,0.674,-5.061,0.12,0.0199,0,0.309,0.867,106.952,220040,30,76,2009,1,1
0.688,0.775,-4.436,0.0381,0.151,1.98E-05,0.104,0.469,129.969,230507,54,95,2008,0,1
0.689,0.582,-8.593,0.0316,0.00935,0,0.0749,0.861,95.986,203128,23,73,2010,0,1
0.654,0.872,-3.824,0.11,0.0411,0,0.0808,0.612,130.023,215160,54,68,2009,0,1
0.87,0.707,-7.136,0.0437,0.299,0.0153,0.169,0.872,121.966,187773,13,85,2009,1,1
0.82,0.731,-6.02,0.159,0.0133,1.94E-05,0.131,0.793,127.076,237120,68,85,2009,0,1
0.473,0.604,-4.034,0.0337,0.038,0,0.103,0.271,123.857,232000,46,80,2009,0,1
0.718,0.691,-6.44,0.0387,0.0159,0,0.0627,0.552,100.008,213107,72,72,2008,1,1
0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,77,79,2008,0,1
0.602,0.905,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,77,81,2009,1,1
0.613,0.634,-3.472,0.0339,0.0178,0,0.0719,0.37,144.953,241348,61,70,2009,1,1
0.508,0.72,-5.908,0.0628,0.272,0,0.0563,0.472,79.983,261640,79,90,2008,1,1
0.48,0.486,-5.754,0.0447,0.046,0,0.107,0.265,80.051,227533,66,91,2009,1,1
0.591,0.842,-4.507,0.0369,0.00999,0,0.325,0.769,138.021,232400,2,85,2010,1,1
0.209,0.872,-2.996,0.0757,0.217,0,0.0768,0.294,78.139,281560,58,81,2009,1,1
0.832,0.87,-4.2,0.167,0.267,0,0.412,0.566,138.003,240747,67,82,2008,1,1
0.845,0.733,-5.143,0.11,0.45,0,0.214,0.609,138.003,192107,0,85,2009,1,1
0.415,0.704,-4.883,0.0604,0.0777,0,0.36,0.451,139.822,226560,45,91,2009,1,1
0.338,0.803,-5.412,0.0413,0.0187,0,0.136,0.4,151.994,241853,76,75,2009,1,1
0.427,0.861,-4.874,0.376,0.219,0,0.277,0.581,161.776,257760,11,98,2009,0,1
0.657,0.695,-4.493,0.0321,0.0108,0,0.0822,0.683,65.997,212107,77,71,2009,0,1
0.867,0.857,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,251440,63,87,2009,1,1
0.892,0.641,-5.658,0.0634,0.00631,3.15E-06,0.31,0.835,105.059,216347,18,88,2009,1,1
0.849,0.599,-8.164,0.227,0.00301,0.000249,0.0763,0.761,126.003,238507,60,85,2009,0,1
0.875,0.551,-6.744,0.317,0.0488,0.00728,0.0537,0.861,146.092,200613,62,90,2008,1,1
0.563,0.75,-4.496,0.127,0.113,0,0.0788,0.812,173.906,222920,73,91,2009,1,1
0.648,0.773,-7.188,0.0947,0.773,1.17E-05,0.111,0.544,72.471,100813,41,80,2009,0,1
0.617,0.792,-4.907,0.0302,0.0746,0,0.182,0.403,90.975,251427,1,85,2010,1,1
0.632,0.518,-6.126,0.0313,0.107,0,0.354,0.427,90.007,249147,69,90,2008,1,1
0.538,0.761,-5.118,0.0933,0.646,0,0.0771,0.453,92.972,198827,0,85,2009,1,1
0.791,0.733,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,2,82,2008,1,1
0.585,0.346,-8.014,0.0256,0.302,0,0.102,0.195,92.564,234440,50,95,2008,0,1
0.743,0.948,-4.445,0.0893,0.122,0,0.112,0.614,130.024,312987,64,82,2008,1,1
0.738,0.868,-4.15,0.0348,0.0371,0,0.294,0.199,130.003,252933,54,81,2009,1,1
0.514,0.662,-6.799,0.0443,0.0273,0,0.118,0.488,180.135,228347,1,73,2009,0,1
0.402,0.619,-6,0.0408,0.464,0,0.112,0.328,152.491,149467,42,80,2009,0,1
0.588,0.877,-4.78,0.16,0.00952,0,0.171,0.645,155.165,326187,67,69,2009,0,1
0.693,0.919,-3.762,0.0404,0.00373,6.62E-05,0.113,0.716,118.982,294453,22,88,2009,1,1
0.786,0.701,-4.149,0.0394,0.118,2.88E-05,0.0593,0.635,125.923,235493,0,91,2010,1,1
0.501,0.809,-5.264,0.0938,0.0338,0.00602,0.119,0.258,149.964,252819,54,79,2010,0,1
0.69,0.834,-5.79,0.0566,0.129,0,0.136,0.738,127.43,222933,67,69,2010,0,1
0.479,0.368,-7.784,0.0341,0.739,4.10E-05,0.118,0.142,92.959,216480,75,82,2009,1,1
0.435,0.837,-8.126,0.449,0.00676,0,0.117,0.778,124.913,216893,69,69,2010,0,1
0.867,0.783,-2.25,0.0687,0.00822,0.00643,0.302,0.701,126.04,225373,54,64,2012,0,1
0.913,0.745,-2.837,0.0506,0.000219,0.00208,0.0622,0.795,127.996,241827,1,70,2011,0,1
0.816,0.813,-7.798,0.0664,0.0662,2.77E-06,0.602,0.436,127.979,307640,70,87,2010,1,1
0.448,0.858,-4.564,0.391,0.0669,0,0.259,0.579,79.826,329427,49,80,2010,1,1
0.637,0.843,-5.413,0.0432,0.0151,0,0.0876,0.434,109.012,220733,78,90,2010,0,1
0.56,0.925,-5.48,0.0362,0.0372,0,0.104,0.178,135.009,339853,0,88,2010,1,1
0.813,0.627,-5.018,0.0486,0.076,0.000616,0.131,0.801,130.011,195853,57,90,2010,0,1
0.755,0.832,-2.741,0.116,0.0746,1.27E-06,0.291,0.735,120.032,199693,7,80,2010,0,1
0.791,0.76,-3.785,0.0503,0.00455,0,0.127,0.444,125.04,236253,4,88,2010,1,1
0.62,0.832,-4.848,0.036,0.332,0,0.104,0.481,144.926,230120,74,90,2010,0,1
0.704,0.717,-1.919,0.0453,0.0527,0,0.227,0.772,134.991,213173,3,82,2009,1,1
0.757,0.812,-5.178,0.0395,0.00137,0.018,0.563,0.542,120.015,186493,55,82,2010,1,1
0.675,0.885,-4.432,0.0436,0.217,0,0.086,0.768,97.03,216667,31,78,2009,1,1
0.749,0.925,-5.034,0.227,0.241,0,0.52,0.641,86.989,263373,82,94,2010,1,1
0.63,0.757,-6.005,0.0254,0.00716,0,0.348,0.65,106.885,216627,52,80,2010,1,1
0.781,0.745,-5.81,0.0332,0.198,1.14E-05,0.36,0.326,129.998,269493,9,84,2010,1,1
0.648,0.908,-4.251,0.108,0.0113,0,0.374,0.793,131.147,228240,60,68,2009,0,1
0.669,0.9,-4.676,0.0278,0.00157,0,0.077,0.627,122.038,186267,34,73,2010,0,1
0.648,0.942,-2.881,0.0878,0.021,0,0.0594,0.73,129.007,231373,62,81,2010,1,1
0.768,0.82,-4.63,0.0475,0.179,0,0.704,0.625,129.969,213293,73,75,2010,0,1
0.728,0.86,-5.237,0.137,0.0401,0,0.111,0.535,65.043,214240,76,94,2010,0,1
0.827,0.821,-5.864,0.0419,0.00748,0.0015,0.115,0.684,122.017,220627,40,88,2009,1,1
0.719,0.798,-4.582,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,227741,64,88,2010,1,1
0.754,0.804,-3.177,0.0853,0.00332,0,0.0329,0.818,119.968,203867,71,73,2010,0,1
0.708,0.814,-4.845,0.0439,0.000331,0,0.0787,0.77,102.967,216253,0,93,2010,1,1
0.682,0.889,-4.166,0.0804,0.00564,0,0.36,0.827,138.021,192440,62,66,2010,0,1
0.629,0.906,-5.393,0.0583,0.0211,1.17E-06,0.0551,0.847,132.64,202587,65,72,2009,0,1
0.663,0.861,-3.398,0.109,0.0338,0,0.082,0.654,119.963,220800,53,84,2010,1,1
0.588,0.724,-4.379,0.0315,0.0348,9.52E-05,0.239,0.377,107.986,236787,18,76,2010,0,1
0.712,0.407,-7.104,0.0308,0.036,0.000291,0.0963,0.0997,103.97,272613,57,82,2009,1,1
0.44,0.683,-4.732,0.0489,0.00706,0,0.0593,0.445,185.948,227320,67,68,2009,0,1
0.516,0.764,-6.223,0.0366,0.0717,0,0.115,0.376,148.021,224693,78,86,2009,1,1
0.227,0.393,-5.983,0.0388,0.853,0,0.139,0.0724,43.26,257253,56,82,2010,1,1
0.632,0.789,-6.61,0.0557,0.00043,0.00144,0.356,0.35,98.986,274213,29,88,2009,1,1
0.798,0.629,-6.857,0.0735,0.00474,2.17E-05,0.324,0.4,130,284373,62,87,2009,1,1
0.855,0.954,-1.19,0.264,0.529,0,0.205,0.668,114.635,248133,79,94,2010,1,1
0.529,0.948,-3.527,0.0474,0.258,9.35E-06,0.283,0.65,146.024,238000,65,86,2009,1,1
0.472,0.764,-7.249,0.0578,0.139,0,0.152,0.489,160.08,262667,37,80,2009,0,1
0.752,0.832,-3.243,0.0971,0.0833,0.000265,0.424,0.534,120.003,172053,2,80,2010,0,1
0.715,0.907,-6.025,0.0993,0.0172,8.39E-05,0.426,0.841,124.992,268840,56,87,2009,1,1
0.648,0.773,-7.188,0.0947,0.773,1.17E-05,0.111,0.544,72.471,100813,41,80,2009,0,1
0.725,0.672,-5.353,0.0283,4.62E-05,0.00225,0.112,0.777,125.042,215200,3,80,2010,0,1
0.829,0.607,-3.876,0.0897,0.0049,0,0.0986,0.766,120.044,187067,6,80,2010,0,1
0.597,0.517,-6.963,0.365,0.179,0,0.307,0.412,92.035,257560,63,87,2009,1,1
0.31,0.746,-3.599,0.111,0.0121,0,0.649,0.163,182.032,250600,57,91,2009,1,1
0.496,0.82,-5.155,0.112,0.158,0.246,0.13,0.549,110.977,249013,62,82,2009,1,1
0.718,0.588,-4.192,0.0318,0.0525,0,0.0991,0.812,121.22,202627,7,94,2010,0,1
0.482,0.833,-5.611,0.0449,0.000346,0,0.365,0.74,148.039,212293,70,69,2010,0,1
0.402,0.619,-6,0.0408,0.464,0,0.112,0.328,152.491,149467,42,80,2009,0,1
0.729,0.756,-5.119,0.0294,0.131,0,0.0527,0.522,104.945,228293,75,86,2011,0,1
0.73,0.777,-5.199,0.0479,0.108,0.000467,0.069,0.591,130,284867,58,80,2011,1,1
0.693,0.705,-5.747,0.0665,0.0228,0,0.202,0.45,131.951,237947,0,82,2011,1,1
0.734,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,61,91,2012,1,1
0.733,0.899,-4.237,0.143,0.00496,4.72E-05,0.372,0.76,127.086,236093,42,90,2011,1,1
0.587,0.828,-5.108,0.161,0.00327,0,0.331,0.494,123.907,260253,66,88,2011,1,1
0.72,0.77,-4.431,0.0498,0.0147,0,0.338,0.676,128.016,201600,0,93,2010,1,1
0.62,0.869,-5.252,0.175,0.0181,0,0.369,0.76,151.684,229573,66,88,2012,1,1
0.767,0.738,-7.491,0.231,0.0582,0.0109,0.404,0.59,126.938,201253,38,92,2011,0,1
0.823,0.806,-3.438,0.0509,0.0506,0,0.0535,0.894,127.962,257293,54,91,2011,1,1
0.628,0.692,-5.64,0.202,0.00244,0.013,0.668,0.0964,124.791,378893,73,95,2010,1,1
0.75,0.727,-4.21,0.142,0.0189,0,0.266,0.359,129.993,262173,67,70,2011,0,1
0.594,0.946,-4.521,0.452,0.0869,0,0.306,0.397,155.826,283733,72,81,2011,1,1
0.448,0.858,-4.564,0.391,0.0669,0,0.259,0.579,79.826,329427,49,80,2010,1,1
0.487,0.961,-4.139,0.132,0.0415,1.15E-06,0.553,0.323,170.005,231680,1,88,2010,1,1
0.637,0.843,-5.413,0.0432,0.0151,0,0.0876,0.434,109.012,220733,78,90,2010,0,1
